header,class,mechanism,group
CARD|phgb|CP006005|1728735-1729668|ARO:3003176|CARB-21|betalactams|Class_A_betalactamases|CARB,betalactams,Class A betalactamases,CARB
Tmt|dfrK_4_FN677369|Trimethoprim|Dihydrofolate_reductase|DFRK,Trimethoprim,Dihydrofolate reductase,DFRK
gi|734704269|gb|KM588353.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|CMY-12|FR716828|847-1992|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
gi|544207401|gb|KF203101.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|46452173|gb|AY528718.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
7|AF173226.1|AF173226|Multi-drug_resistance|Multi-drug_efflux_pumps|sme,Multi-drug resistance,Multi-drug efflux pumps,sme
MLS|DQ185434.2|gene1|MLS|Macrolide_glycosyltransferases|MGT,MLS,Macrolide glycosyltransferases,MGT
Tet|tetM_7_FN433596|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETM
15|AJ252200.1|AJ252200|Multi-drug_resistance|Multi-drug_efflux_pumps|HLYD,Multi-drug resistance,Multi-drug efflux pumps,HLYD
CARD|pvgb|AE000516|1908741-1909548|ARO:3003445|Mycobacterium|Aminoglycosides|Aminoglycoside-resistant_16S-23S_rRNA_O-methyltransferases|TLYA|RequiresSNPConfirmation,Aminoglycosides,Aminoglycoside-resistant 16S-23S rRNA O-methyltransferases,TLYA
185|KF823969.1|KF823969|Glycopeptides|VanB-type_regulator|VANSB,Glycopeptides,VanB-type regulator,VANSB
Bla|VEB-3|AY536519|38-937|900|betalactams|Class_A_betalactamases|VEB,betalactams,Class A betalactamases,VEB
CARD|phgb|GQ205627|1393-2971|ARO:3002832|vgaD|MLS|Streptogramin_A_efflux_pumps|VGAD,MLS,Streptogramin A efflux pumps,VGAD
gi|817490722|gb|KP264125.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Tet|tet38_2_FN433596|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET38,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET38
ACou|CP000034.1|gene3210|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE
Phe|CatB3|AJ009818|883-1515|633|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,Phenicol,Chloramphenicol acetyltransferases,CATB
Bla|CEPA-49|U05886|404-1306|903|betalactams|Class_A_betalactamases|CEPA,betalactams,Class A betalactamases,CEPA
Bla|NC_008702.1.4607594|betalactams|Mutant_porin_proteins|OMPR,betalactams,Mutant porin proteins,OMPR
gi|148913114|gb|EF622224.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
CARD|phgb|FJ349556|1672-2785|ARO:3002939|vanSM|Glycopeptides|VanM-type_regulator|VANSM,Glycopeptides,VanM-type regulator,VANSM
gi|16798371|gb|AF427128.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
AGly|sph_1_HQ424461|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
Bla|L07945.1|gene1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Tmt|Dfr32|GU067642|535-1008|474|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFR
CARD|phgb|D78168|1591-3130|ARO:3000254|emrY|Multi-drug_resistance|Multi-drug_efflux_pumps|EMRY,Multi-drug resistance,Multi-drug efflux pumps,EMRY
Flq|NC_011595.7058445|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
gi|6137225|gb|AF189721.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Elf|CP001485.1|gene264|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Elfamycins,EF-Tu inhibition,TUFAB
Bla|TEM-81|AF427127|209-1069|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|SHV-149|JX121116|1-858|858|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|61741614|gb|AY954516.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|19526203|gb|AY080894.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|OXA-7|X75562|135-935|801|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Tet|tetM_13_AM990992|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETM
749|AY618461.1|AY618461|Glycopeptides|VanA-type_resistance_protein|VANHA,Glycopeptides,VanA-type resistance protein,VANHA
AGly|Aph9-Ia|U94857|151-1146|996|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH9,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH9
Bla|TEM-209_1_KF240808|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|CTX-M-58_1_EF210159|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|KPC-15|KC433553|1-882|882|betalactams|Class_A_betalactamases|KPC,betalactams,Class A betalactamases,KPC
Gly|VanH-Pt_5_DQ018711|Glycopeptides|VanA-type_resistance_protein|VANHA,Glycopeptides,VanA-type resistance protein,VANHA
gi|358009202|gb|JN227085.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|26278934|gb|AY150585.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Flq|NC_002745.1122777|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
AGly|Aac6-Iu|AF031329|1-441|441|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
CARD|phgb|CP000034|2662758-2663289|ARO:3000516|emrR|Multi-drug_resistance|MDR_regulator|EMRR,Multi-drug resistance,MDR regulator,EMRR
Bla|blahRAHN-1_1_GU645205|betalactams|Class_A_betalactamases|RAHN,betalactams,Class A betalactamases,RAHN
gi|61967135|gb|AY956335.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
674|AF181950.1|AF181950|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT4-PRIME
Rif|CP001918.1|gene250|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB
Bla|TEM-77|AF190695|209-1069|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|SHV-1_18_FJ668818|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Flq|CP001485.1|gene2164|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
Tet|tetA_2_X00006|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
1317|JF800667.1|JF800667|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|IMP-37|JX131372|97-843|747|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
Phe|CatA8|NC_009751|21916-22563|648|Phenicol|Chloramphenicol_acetyltransferases|CATA,Phenicol,Chloramphenicol acetyltransferases,CATA
Mdr|NC_003112.2.903386|Multi-drug_resistance|Multi-drug_efflux_pumps|MTRC,Multi-drug resistance,Multi-drug efflux pumps,MTRC
CARD|phgb|AF117746|0-780|ARO:3001080|SHV-22|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|OXA-192|JF273470|1-810|810|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Met|nimD_1_X76949|Metronidazole|nim_nitroimidazole_reductase|NIMD,Metronidazole,nim nitroimidazole reductase,NIMD
Bla|ACT-14|JX440354|757-1902|1146|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT
Bla|TEM-79|AF190692|209-1069|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
CARD|phgb|JN790863|232-1108|ARO:3001981|CTX-M-122|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
1120|M55547.1|TRNTAAB|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Flq|QnrB10|DQ631414|37-681|645|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
903|AJ972619.1|AJ972619|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFR
CARD|pvgb|NC_003923|1278585-1279164|ARO:3003323|Staphylococcus|Lipopeptides|Daptomycin-resistant_pgsA|PGSA|RequiresSNPConfirmation,Lipopeptides,Daptomycin-resistant pgsA,PGSA
Bla|TEM-124|AY327540|1-858|858|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|OXY6-3|AJ871876|1-876|876|betalactams|Class_A_betalactamases|OXY,betalactams,Class A betalactamases,OXY
gi|160948434|emb|AM176547.2|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|SHV-5_2_AF462394|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
1034|JQ364968.1|JQ364968|betalactams|Class_A_betalactamases|CARB,betalactams,Class A betalactamases,CARB
Bla|SHV-59|AY790341|1-861|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Sul|NC_002745.1123263|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP
Bla|EU477409.1|gene1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|160948436|emb|AM176548.2|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|CfiA1|AB087225|1-750|750|betalactams|Class_B_betalactamases|CFIA,betalactams,Class B betalactamases,CFIA
gi|348019511|gb|JN638887.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|734704271|gb|KM588354.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Flq|QnrB62_1_JX987101|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
Bla|SHV-108|AM941849|1-861|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|694179375|gb|KM233165.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|693581978|dbj|LC004922.1|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT
Bla|ROB-1_1_DQ840517|betalactams|Class_A_betalactamases|ROB,betalactams,Class A betalactamases,ROB
Bla|CMG|AY265892|1-1054|1054|putative|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT
CARD|pvgb|AL513383|179218-179845|ARO:3003479|tetR|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,Tetracyclines,Tetracycline transcriptional repressor,TETR
CARD|phgb|NC_002695|1737553-1737967|ARO:3000676|H-NS|Multi-drug_resistance|MDR_regulator|HNS,Multi-drug resistance,MDR regulator,HNS
415|AF367983.2|AF367983|betalactams|Class_A_betalactamases|BLA1,betalactams,Class A betalactamases,BLA1
Bla|OXA-55|AY343493|77-946|870|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
MLS|msrC_2_AF313494|MLS|Macrolide_resistance_efflux_pumps|MSRC,MLS,Macrolide resistance efflux pumps,MSRC
gi|94960152|gb|DQ519089.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|558607389|gb|KF513177.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Gly|VanH|DQ246438|124-1179|1056|Glycopeptides|VanA-type_resistance_protein|VANHA,Glycopeptides,VanA-type resistance protein,VANHA
CARD|phgb|AY590119|0-735|ARO:3003557|SFB-1|betalactams|Class_B_betalactamases|SFB,betalactams,Class B betalactamases,SFB
Bla|OXA-66|EF051061|485-1309|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|FJ196385|8531-9323|ARO:3000413|sul3|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULIII,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULIII
MLS|lnuF_2_DQ836009|MLS|Lincosamide_nucleotidyltransferases|LNUF,MLS,Lincosamide nucleotidyltransferases,LNUF
Sul|sul1_24_EU117158|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI
Bla|TEM-54|AF104442|194-1054|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|LEN-3_1_AY130286|betalactams|Class_A_betalactamases|LEN,betalactams,Class A betalactamases,LEN
Bla|cphA5|AY227051|1-765|765|betalactams|Class_B_betalactamases|CPHA,betalactams,Class B betalactamases,CPHA
Bla|SHV-94|EF373970|1-861|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|CMY-30|EF685372|1-1143|1143|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|OCA-114_4_HM104633|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|SHV-48|AY263404|1-861|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|698174203|gb|KM087856.1|betalactams|Class_C_betalactamases|DHA,betalactams,Class C betalactamases,DHA
1718|JN205800.1|JN205800|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|GU060319|624-861|ARO:3003023|dfrB6|Trimethoprim|Dihydrofolate_reductase|DFRB,Trimethoprim,Dihydrofolate reductase,DFRB
Bla|OXA-351_1_JF297580|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|62736339|gb|AY553332.1|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
gi|10443723|gb|AF226622.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
1019|JQ343850.1|JQ343850|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,Fosfomycin,Fosfomycin thiol transferases,FOSA
MLS|ermA_2_AF002716|MLS|23S_rRNA_methyltransferases|ERMA,MLS,23S rRNA methyltransferases,ERMA
Bla|IMP-33|JN848782|1-741|741|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
CARD|phgb|AY956335|38-899|ARO:3001004|TEM-141|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
AGly|AphA6|JF949760|695-1474|771|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
gi|327397924|gb|HQ342889.1|betalactams|Class_A_betalactamases|KPC,betalactams,Class A betalactamases,KPC
100|FR772051.1|FR772051|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
gi|442540410|gb|JX514369.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
604|AJ400619.1|AJ400619|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|401713038|gb|JX258134.1|betalactams|Class_B_betalactamases|VIM,betalactams,Class B betalactamases,VIM
672|AF181950.1|AF181950|betalactams|Penicillin_binding_protein|MECA,betalactams,Penicillin binding protein,MECA
Rif|Arr6|JF922883|1-453|453|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
1493|AY339625.2|AY339625|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
gi|48734423|gb|AY628176.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
CARD|pvgb|AE009949|878481-879282|ARO:3003387|Streptococcus|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP
gi|591542958|gb|KJ207209.1|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT
CARD|phgb|FJ196385|11083-12313|ARO:3003107|mefB|MLS|Macrolide_resistance_efflux_pumps|MEFB,MLS,Macrolide resistance efflux pumps,MEFB
gi|347364914|gb|HM046998.2|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|OXA-194|HQ425492|1-822|822|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
1888|AF322577.2|AF322577|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,Phenicol,Chloramphenicol acetyltransferases,CATB
CARD|phgb|KT283240.1|0-627|ARO:3002370|VEB-1|betalactams|Class_A_betalactamases|VEB,betalactams,Class A betalactamases,VEB
Bla|CMY-19|AB194410|1-1146|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
gi|56541833|emb|AJ309734.2|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
671|AY587956.1|AY587956|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Phe|U75299|gene|Phenicol|Chloramphenicol_acetyltransferases|CAT,Phenicol,Chloramphenicol acetyltransferases,CAT
CARD|pvgb|CP004022|3579497-3580682|ARO:3001312|elfamycin|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Elfamycins,EF-Tu inhibition,TUFAB
gi|397174612|dbj|AB737978.1|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT
Bla|JN714480|1040-2185|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|SHV-102|EU024485|1-861|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|OXA-50_3_AY306132|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
424|D85892.1|D85892|MLS|Macrolide_phosphotransferases|MPHB,MLS,Macrolide phosphotransferases,MPHB
gi|452084994|emb|HE614014.2|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Flq|Qnr-A1|AY070235|303-959|657|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRA,Fluoroquinolones,Quinolone resistance protein Qnr,QNRA
MLS|ermC_3_M17990|MLS|23S_rRNA_methyltransferases|ERMC,MLS,23S rRNA methyltransferases,ERMC
gi|117570984|emb|AJ854182.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Fos|FN543093.2|gene2318|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,Fosfomycin,Fosfomycin thiol transferases,FOSA
gi|56684452|gb|AY762325.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|AB917040|736-1135|ARO:3003207|FosK|Fosfomycin|Fosfomycin_thiol_transferases|FOSK,Fosfomycin,Fosfomycin thiol transferases,FOSK
Flq|QnrB15|EU302865|37-681|645|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
gi|698174219|gb|KM087864.1|betalactams|Class_C_betalactamases|MIR,betalactams,Class C betalactamases,MIR
Bla|VIM-13|DQ365886|1-801|801|betalactams|Class_B_betalactamases|VIM,betalactams,Class B betalactamases,VIM
926|AF337947.1|AF337947|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6-PRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6-PRIME
Bla|OXY2-8|AY055205|182-1054|873|betalactams|Class_A_betalactamases|OXY,betalactams,Class A betalactamases,OXY
Tet|tetM_11_JN846696|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETM
Bla|CMY-35|EF394371|1-1146|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
gi|695198991|ref|NG_035137.1|betalactams|Class_A_betalactamases|CARB,betalactams,Class A betalactamases,CARB
gi|56069564|gb|AY822595.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|57491217|gb|AY859529.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|AY077486.1|gene1|betalactams|Class_A_betalactamases|OXY,betalactams,Class A betalactamases,OXY
Gly|VanY-D_2_AF175293|Glycopeptides|VanD-type_accessory_protein|VANYD,Glycopeptides,VanD-type accessory protein,VANYD
474|unknown_id|unknown_name|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,Tetracyclines,Tetracycline transcriptional repressor,TETR
Flq|QnrB51_1_JX440358|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
Bla|TEM-101|AF495873|1-861|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Sul|NC_010400.5986775|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP
Mdr|CP000768.1|gene156|Multi-drug_resistance|Multi-drug_efflux_pumps|cme,Multi-drug resistance,Multi-drug efflux pumps,cme
