Source_Database	MEGARes_Header	Source_Headers(space_separated)
ARG-ANNOT	Bla|OXY2-2|AJ871867|1-873|873|betalactams|Class_A_betalactamases|OXY	(Bla)OXY2-2:AJ871867:1-873:873
CARD	Bla|OXY2-2|AJ871867|1-873|873|betalactams|Class_A_betalactamases|OXY	@phgb|AF473577|0-873|ARO:3002397|OXY-2-2 [Klebsiella oxytoca]
NCBI	Bla|OXY2-2|AJ871867|1-873|873|betalactams|Class_A_betalactamases|OXY	gi|18845079|gb|AF473577.1|184-1056 gi|60416700|emb|AJ871867.1|1-873
Resfinder	Bla|OXY2-2|AJ871867|1-873|873|betalactams|Class_A_betalactamases|OXY	blaOXY-2-2_2_AJ871867
CARD	CARD|phgb|AE004091.2|4120468-4121107|ARO:3003710|mexL|Multi-drug_resistance|MDR_regulator|MEXL	@phgb|AE004091.2|4120468-4121107|ARO:3003710|mexL [Pseudomonas aeruginosa PAO1]
NCBI	CARD|phgb|AE004091.2|4120468-4121107|ARO:3003710|mexL|Multi-drug_resistance|MDR_regulator|MEXL	gi|984355403|gb|CP008872.1|1683025-1682387 gi|982189197|gb|CP013993.1|1602443-1601805 gi|974353108|gb|CP008870.1|903269-902631 gi|974327848|gb|CP008866.1|2092063-2092701 gi|974319461|gb|CP008865.1|4197840-4197202 gi|974249602|gb|CP008856.1|1453407-1454045 gi|971497891|gb|CP012901.1|5419825-5420463 gi|954630252|gb|CP013245.1|830642-831280 gi|946706141|emb|LN870292.1|1404050-1403412 gi|927993303|gb|CP012679.1|1429009-1428371
Resfinder	Fos|fosA_7_NZ_AFBO01000747|Fosfomycin|Fosfomycin_thiol_transferases|FOSA	fosA_7_NZ_AFBO01000747
ARG-ANNOT	1002|AF140221.1|AF140221|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	(AGly)Aac6-Iz:AF140221:390-851:462
CARD	1002|AF140221.1|AF140221|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	@phgb|AF140221|389-851|ARO:3002570|AAC(6')-Iz [Stenotrophomonas maltophilia]
NCBI	1002|AF140221.1|AF140221|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	gi|5821732|gb|AF140221.1|AF140221|390-851
Resfinder	1002|AF140221.1|AF140221|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	aac(6')-Iz_1_AF140221
NCBI	Bla|cepA_1_L13472|betalactams|Class_A_betalactamases|CEPA	gi|307075858|emb|FR688023.1|1-903 gi|437319|gb|L13472.1|BNRCEPA|436-1338
Resfinder	Bla|cepA_1_L13472|betalactams|Class_A_betalactamases|CEPA	cepA_1_L13472
NCBI	gi|6176545|gb|AF190694.1|betalactams|Class_A_betalactamases|TEM	gi|6176545|gb|AF190694.1|AF190694|1-1103 gi|961666360|gb|KT185451.1|87734-87690
CARD	Bla|AB008454.1|gene1|betalactams|Class_C_betalactamases|SRT	@phgb|AB008454|153-1290|ARO:3002493|SRT-1 [Serratia marcescens]
NCBI	Bla|AB008454.1|gene1|betalactams|Class_C_betalactamases|SRT	gi|2575871|dbj|AB008454.1|154-1290
NCBI	Bla|SHV-62_2_GU064395|betalactams|Class_A_betalactamases|SHV	gi|262477944|gb|GU064395.1|1-861
Resfinder	Bla|SHV-62_2_GU064395|betalactams|Class_A_betalactamases|SHV	blaSHV-62_2_GU064395
ARG-ANNOT	Bla|HERA-8|AJ536092|1-873|873|betalactams|Class_A_betalactamases|HERA	(Bla)HERA-8:AJ536092:1-873:873
NCBI	Bla|HERA-8|AJ536092|1-873|873|betalactams|Class_A_betalactamases|HERA	gi|27805139|emb|AJ536092.1|1-873
Resfinder	Bla|HERA-8|AJ536092|1-873|873|betalactams|Class_A_betalactamases|HERA	blaHERA-8_1_AJ536092
ARG-ANNOT	469|AJ006275.1|AJ006275|betalactams|Class_A_betalactamases|CME	(Bla)CME-1:AJ006275:72-959:888
NCBI	469|AJ006275.1|AJ006275|betalactams|Class_A_betalactamases|CME	gi|5851939|emb|AJ006275.1|72-959
Resfinder	469|AJ006275.1|AJ006275|betalactams|Class_A_betalactamases|CME	blaCME-1_1_AJ006275
NCBI	261|AY264780.2|AY264780|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation	gi|117380087|gb|AY264780.2|3071-3712
CARD	CARD|pvgb|NC_002952|1427046-1429569|ARO:3003319|Staphylococcus|Lipopeptides|Phosphotidylglycerol_lysyltransferase|MPRF|RequiresSNPConfirmation	@pvgb|NC_002952|1427046-1429569|ARO:3003319|Staphylococcus aureus mprF mutations conferring resistance to daptomycin [Staphylococcus aureus subsp. aureus MRSA252]
NCBI	CARD|pvgb|NC_002952|1427046-1429569|ARO:3003319|Staphylococcus|Lipopeptides|Phosphotidylglycerol_lysyltransferase|MPRF|RequiresSNPConfirmation	gi|703576232|gb|CP009554.1|1400602-1403125 gi|701162461|emb|LN626917.1|1050817-1048294 gi|685631213|gb|CP009361.1|1353219-1355742 gi|532126991|gb|CP002388.1|1296210-1298733 gi|312436391|gb|CP002110.1|1958422-1955899 gi|49240382|emb|BX571856.1|1427047-1429570
ARG-ANNOT	Bla|LEN-3|AY130286|1-823|823|betalactams|Class_A_betalactamases|LEN	(Bla)LEN-3:AY130286:1-823:823
CARD	Bla|LEN-3|AY130286|1-823|823|betalactams|Class_A_betalactamases|LEN	@phgb|AY130286|0-822|ARO:3002475|LEN-3 [Klebsiella pneumoniae]
NCBI	Bla|LEN-3|AY130286|1-823|823|betalactams|Class_A_betalactamases|LEN	gi|28192517|gb|AY130286.1|1-823
ARG-ANNOT	Bla|TEM-1D|AF188200|215-1075|861|betalactams|Class_A_betalactamases|TEM	(Bla)TEM-1D:AF188200:215-1075:861
NCBI	Bla|TEM-1D|AF188200|215-1075|861|betalactams|Class_A_betalactamases|TEM	gi|984881271|gb|CP014215.1|999063-999923 gi|974022331|gb|CP013924.1|2769188-2768328 gi|944398239|gb|CP013025.1|2338321-2339181 gi|909010439|gb|JN247441.4|51300-52160 gi|827403829|gb|CP010779.1|2717384-2716524 gi|817614502|gb|KF483599.2|66039-66899 gi|800908368|gb|KM406488.1|6410-5550 gi|803657307|gb|CP007535.2|3834893-3834033 gi|730910660|gb|KM921776.1|39924-40784 gi|695934953|gb|CP007636.1|37385-38245
Resfinder	Bla|TEM-1D|AF188200|215-1075|861|betalactams|Class_A_betalactamases|TEM	blaTEM-1D_83_AF188200
NCBI	1205|JN086160.1|JN086160|MLS|23S_rRNA_methyltransferases|ERMF	gi|859808409|gb|KP265722.1|13238-14038 gi|356668588|gb|JN086160.1|580-1380 gi|324316725|gb|CP002530.1|2982575-2983375
ARG-ANNOT	CARD|phgb|BR000038|0-237|ARO:3003021|dfrB2|Trimethoprim|Dihydrofolate_reductase|DFRB	(Tmt)DfrB2:AY139592:809-1045:237
CARD	CARD|phgb|BR000038|0-237|ARO:3003021|dfrB2|Trimethoprim|Dihydrofolate_reductase|DFRB	@phgb|BR000038|0-237|ARO:3003021|dfrB2 [Escherichia coli]
NCBI	CARD|phgb|BR000038|0-237|ARO:3003021|dfrB2|Trimethoprim|Dihydrofolate_reductase|DFRB	gi|901703463|gb|KR071147.1|4936-5172 gi|836714861|gb|KP899259.1|2837-3073 gi|613478056|gb|KJ158160.1|122-358 gi|576866955|gb|KF813062.1|9448-9684 gi|576866945|gb|KF813060.1|512-748 gi|572353763|gb|KF771027.1|122-358 gi|558550304|gb|KF532963.1|7947-8183 gi|558550275|gb|KF532959.1|9472-9708 gi|558550247|gb|KF532953.1|809-573 gi|530537828|gb|KC848883.1|1067-831
Resfinder	CARD|phgb|BR000038|0-237|ARO:3003021|dfrB2|Trimethoprim|Dihydrofolate_reductase|DFRB	dfrB2_1_DQ839391
CARD	Bla|KJ135345.1|gene1|betalactams|Class_D_betalactamases|OXA	@phgb|KJ135345|14-839|ARO:3001568|OXA-382 [Acinetobacter baumannii]
Lahey	Bla|KJ135345.1|gene1|betalactams|Class_D_betalactamases|OXA	AHL30286.1 KJ135345.1:15-839
NCBI	Bla|KJ135345.1|gene1|betalactams|Class_D_betalactamases|OXA	gi|591389169|gb|KJ135345.1|15-839
CARD	Phe|AF231986|Phenicol|Phenicol_efflux_pumps|FLOR	@phgb|AF231986|3307-4522|ARO:3002705|floR [Escherichia coli]
NCBI	Phe|AF231986|Phenicol|Phenicol_efflux_pumps|FLOR	gi|928083869|gb|CP012682.1|108397-107183 gi|821166120|gb|CP011429.1|23556-24770 gi|778408205|gb|CP009412.2|26357-27571 gi|778408013|gb|CP009411.2|25529-26743 gi|696586546|gb|CP009564.1|82497-83711 gi|696586053|gb|CP009563.1|5053-6267 gi|696585773|gb|CP009562.1|82901-84115 gi|696581286|gb|CP009560.1|117667-118881 gi|695936401|gb|CP009570.1|47665-46451 gi|695935254|gb|CP009567.1|51363-50149
CARD	Mdr|NC_002516.2.877855|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXA	@phgb|NC_002516|472023-473175|ARO:3000377|mexA [Pseudomonas aeruginosa PAO1]
NCBI	Mdr|NC_002516.2.877855|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXA	gi|974359204|gb|CP008871.1|5483990-5482839 gi|974347073|gb|CP008869.1|5634863-5633712 gi|974341323|gb|CP008868.1|2129443-2130594 gi|974282928|gb|CP008861.1|3256730-3255579 gi|926451317|emb|LN871187.1|472028-473179 gi|675286744|emb|HG974234.1|6379619-6380770 gi|553895034|gb|CP006832.1|472024-473175 gi|553886202|gb|CP006831.1|472024-473175 gi|543879514|gb|CP006705.1|471900-473051 gi|110227054|gb|AE004091.2|472024-473175
NCBI	MLS|mefA_10_AF376746|MLS|Macrolide_resistance_efflux_pumps|MEFA	gi|909837468|gb|CP003357.2|1841917-1840700 gi|815827235|emb|LN812955.1|5946-7163 gi|698841295|emb|LK020698.1|7706-8923 gi|698841236|emb|LK020697.1|36073-34856 gi|556027507|gb|CP006844.1|1764728-1763511 gi|341932553|gb|CP002925.1|269318-268101 gi|321157379|emb|FR671415.1|21081-19864 gi|321157336|emb|FR671413.1|18233-17016 gi|298237097|gb|CP001993.1|2026415-2025198 gi|283440973|gb|CP001849.1|987304-988521
Resfinder	MLS|mefA_10_AF376746|MLS|Macrolide_resistance_efflux_pumps|MEFA	mef(A)_10_AF376746
ARG-ANNOT	gi|110350793|emb|AM286274.1|betalactams|Class_A_betalactamases|TEM	(Bla)TEM-137:AM286274:1-861:861
CARD	gi|110350793|emb|AM286274.1|betalactams|Class_A_betalactamases|TEM	@phgb|AM286274|0-861|ARO:3001001|TEM-137 [Shigella sonnei]
Lahey	gi|110350793|emb|AM286274.1|betalactams|Class_A_betalactamases|TEM	CAL08007.1 AM286274.1:1-861
NCBI	gi|110350793|emb|AM286274.1|betalactams|Class_A_betalactamases|TEM	gi|110350793|emb|AM286274.1|1-861
Resfinder	gi|110350793|emb|AM286274.1|betalactams|Class_A_betalactamases|TEM	blaTEM-137_1_AM286274
ARG-ANNOT	Bla|TEM-166|FJ197316|1-861|861|betalactams|Class_A_betalactamases|TEM	(Bla)TEM-166:FJ197316:1-861:861
CARD	Bla|TEM-166|FJ197316|1-861|861|betalactams|Class_A_betalactamases|TEM	@phgb|FJ197316|0-861|ARO:3001032|TEM-166 [Escherichia coli]
Lahey	Bla|TEM-166|FJ197316|1-861|861|betalactams|Class_A_betalactamases|TEM	ACI25375.1 FJ197316.1:1-861
NCBI	Bla|TEM-166|FJ197316|1-861|861|betalactams|Class_A_betalactamases|TEM	gi|207849086|gb|FJ197316.1|1-861
Resfinder	Bla|TEM-166|FJ197316|1-861|861|betalactams|Class_A_betalactamases|TEM	blaTEM-166_1_FJ197316
NCBI	gi|614461914|gb|KJ020573.1|betalactams|Class_A_betalactamases|CTX	gi|695228197|ref|NG_041750.1|1-1254 gi|529205529|gb|KC788405.1|41529-41384
ARG-ANNOT	Bla|CMY-26|AB300358|1-1146|1146|betalactams|Class_C_betalactamases|CMY	(Bla)CMY-26:AB300358:1-1146:1146
CARD	Bla|CMY-26|AB300358|1-1146|1146|betalactams|Class_C_betalactamases|CMY	@phgb|AB300358|0-1146|ARO:3002037|CMY-26 [Klebsiella oxytoca]
Lahey	Bla|CMY-26|AB300358|1-1146|1146|betalactams|Class_C_betalactamases|CMY	BAF56185.1 AB300358.1:1-1146
NCBI	Bla|CMY-26|AB300358|1-1146|1146|betalactams|Class_C_betalactamases|CMY	gi|144226029|dbj|AB300358.1|1-1146
Resfinder	Bla|CMY-26|AB300358|1-1146|1146|betalactams|Class_C_betalactamases|CMY	blaCMY-26_1_AB300358
ARG-ANNOT	1114|EU670845.2|EU670845|betalactams|Class_D_betalactamases|OXA	(Bla)OXA-138:EU670845:1-828:828
CARD	1114|EU670845.2|EU670845|betalactams|Class_D_betalactamases|OXA	@phgb|EU670845|1594-2419|ARO:3001655|OXA-138 [Acinetobacter nosocomialis]
Lahey	1114|EU670845.2|EU670845|betalactams|Class_D_betalactamases|OXA	ACD45467.1 EU670845.2:1595-2419
NCBI	1114|EU670845.2|EU670845|betalactams|Class_D_betalactamases|OXA	gi|238685467|gb|EU670845.2|1595-2419
Resfinder	1114|EU670845.2|EU670845|betalactams|Class_D_betalactamases|OXA	blaOXA-138_1_EU670845
ARG-ANNOT	1905|AJ584652.2|AJ584652|betalactams|Class_B_betalactamases|IMP	(Bla)IMP-16:AJ584652:1044-1784:741
CARD	1905|AJ584652.2|AJ584652|betalactams|Class_B_betalactamases|IMP	@phgb|AJ584652|1043-1784|ARO:3002207|IMP-16 [Pseudomonas aeruginosa]
Lahey	1905|AJ584652.2|AJ584652|betalactams|Class_B_betalactamases|IMP	CAE48334.1 AJ584652.2:1044-1784
NCBI	1905|AJ584652.2|AJ584652|betalactams|Class_B_betalactamases|IMP	gi|37653301|emb|AJ584652.2|1044-1784
Resfinder	1905|AJ584652.2|AJ584652|betalactams|Class_B_betalactamases|IMP	blaIMP-16_1_AJ584652
CARD	gi|256862197|gb|GQ390806.1|betalactams|Class_A_betalactamases|SHV	@phgb|GQ390806|0-813|ARO:3001171|SHV-124 [Klebsiella pneumoniae]
NCBI	gi|256862197|gb|GQ390806.1|betalactams|Class_A_betalactamases|SHV	gi|256862197|gb|GQ390806.1|1-813
ARG-ANNOT	Tmt|DfrA15|JN108895|93-551|474|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation	(Tmt)DfrA15:JN108895:93-551:474
NCBI	Tmt|DfrA15|JN108895|93-551|474|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation	gi|970861142|gb|KT449571.1|94-552 gi|944545011|gb|KR868993.1|105-563 gi|924421174|gb|KP998196.1|69-527 gi|751372775|gb|KM823524.1|125-583 gi|726966106|gb|KM386400.1|134-592 gi|726966104|gb|KM386399.1|134-592 gi|659224521|gb|KJ668708.1|249-707 gi|633894420|emb|HG918041.1|151287-150829 gi|563324876|gb|KF534911.1|55-513 gi|481190437|gb|JX121641.1|52276-52734
NCBI	Bla|EU408358.1|gene24|betalactams|Class_B_betalactamases|LRA	gi|169647660|gb|EU408358.1|28439-27459
ARG-ANNOT	Tet|Tet-33|AJ420072|22940-24163|1224|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET33	(Tet)Tet-33:AJ420072:22940-24163:1224
CARD	Tet|Tet-33|AJ420072|22940-24163|1224|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET33	@phgb|AJ420072|0-1224|ARO:3000478|tet33 [Corynebacterium glutamicum]
NCBI	Tet|Tet-33|AJ420072|22940-24163|1224|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET33	gi|37993850|gb|AY255627.1|362-1585 gi|17059596|emb|AJ420072.1|22940-24163
Resfinder	Tet|Tet-33|AJ420072|22940-24163|1224|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET33	tet(33)_2_AY255627
ARG-ANNOT	Bla|CMY-22|DQ256079|1-1146|1146|betalactams|Class_C_betalactamases|CMY	(Bla)CMY-22:DQ256079:1-1146:1146
CARD	Bla|CMY-22|DQ256079|1-1146|1146|betalactams|Class_C_betalactamases|CMY	@phgb|DQ256079|0-1146|ARO:3002033|CMY-22 [Escherichia coli]
Lahey	Bla|CMY-22|DQ256079|1-1146|1146|betalactams|Class_C_betalactamases|CMY	ABB72431.1 DQ256079.1:1-1146
NCBI	Bla|CMY-22|DQ256079|1-1146|1146|betalactams|Class_C_betalactamases|CMY	gi|82395021|gb|DQ256079.1|1-1146
Resfinder	Bla|CMY-22|DQ256079|1-1146|1146|betalactams|Class_C_betalactamases|CMY	blaCMY-22_1_DQ256079
NCBI	Bla|OXA-51_11_EU255288|betalactams|Class_D_betalactamases|OXA	gi|160623381|gb|EU255288.1|1-825
Resfinder	Bla|OXA-51_11_EU255288|betalactams|Class_D_betalactamases|OXA	blaOXA-51_11_EU255288
ARG-ANNOT	1327|AF010416.1|AF010416|betalactams|Class_A_betalactamases|VEB	(Bla)VEB-1:DQ393569:1955-2854:900
Lahey	1327|AF010416.1|AF010416|betalactams|Class_A_betalactamases|VEB	AAD01435.1 AF010416.1:164-1063
NCBI	1327|AF010416.1|AF010416|betalactams|Class_A_betalactamases|VEB	gi|970567976|dbj|LC107425.1|937-1836 gi|695226212|ref|NG_041455.1|4022-4921 gi|695226656|ref|NG_041554.1|3231-4130 gi|260677483|gb|GQ388247.1|6461-7360 gi|169147133|emb|CU459141.1|3661636-3660737 gi|88702677|gb|DQ393569.1|1955-2854 gi|45359798|gb|AY536743.1|1626-2525 gi|12655809|gb|AF220758.1|AF220758|47-946 gi|695200081|ref|NG_035375.1|3553-4452 gi|4102199|gb|AF010416.1|AF010416|164-1063
Resfinder	1327|AF010416.1|AF010416|betalactams|Class_A_betalactamases|VEB	blaVEB-1_3_DQ393569
CARD	CARD|phgb|KP109676|0-1026|ARO:3003718|MSI-1|betalactams|Class_B_betalactamases|MSI	@phgb|KP109676|0-1026|ARO:3003718|MSI-1 [Massilia sp. SB1-3]
NCBI	CARD|phgb|KP109676|0-1026|ARO:3003718|MSI-1|betalactams|Class_B_betalactamases|MSI	gi|762020393|gb|KP109676.1|1-1026
NCBI	gi|336318752|gb|JF780936.1|betalactams|Class_C_betalactamases|CMY	gi|336318752|gb|JF780936.1|1-1226
NCBI	Elf|NC_011595.7072242|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation	gi|213985689|gb|CP001172.1|2920267-2919563
CARD	CARD|phgb|KF152885|29328-29820|ARO:3002639|APH3-DPRIME-Ib|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	@phgb|KF152885|29328-29820|ARO:3002639|APH(3'')-Ib [Escherichia coli]
NCBI	CARD|phgb|KF152885|29328-29820|ARO:3002639|APH3-DPRIME-Ib|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME	gi|984686374|gb|HQ700358.2|19505-19997 gi|974751547|gb|KU130294.1|218806-219298 gi|974751143|gb|KU238092.1|9309-9801 gi|981191958|emb|LN999997.1|2510228-2509736 gi|975007785|gb|CP010832.1|2825-3317 gi|954666075|gb|KT962845.1|17908-18400 gi|971497891|gb|CP012901.1|3692593-3692101 gi|971493847|gb|CP010351.1|34258-33766 gi|971339514|gb|CP006662.2|53242-53734 gi|943457735|gb|KT818627.1|108944-109436
CARD	Mdr|NC_002516.2.882884|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXF	@phgb|NC_002516|2810008-2813197|ARO:3000804|mexF [Pseudomonas aeruginosa PAO1]
NCBI	Mdr|NC_002516.2.882884|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXF	gi|926451317|emb|LN871187.1|2705831-2702643 gi|553895034|gb|CP006832.1|2810004-2813192 gi|553886202|gb|CP006831.1|2810004-2813192 gi|110227054|gb|AE004091.2|2810009-2813197
NCBI	gi|161367441|gb|EU274580.1|betalactams|Class_A_betalactamases|TEM	gi|695213005|ref|NG_036534.1|1-1075
NCBI	Tet|tetG_5_AF071555|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETG	gi|828977575|gb|CP011649.1|65355-64228 gi|828916727|gb|CP011583.1|58511-59638 gi|828911534|gb|CP011580.1|65355-64228 gi|828895865|gb|CP011571.1|44953-46080 gi|700676355|gb|KM234279.1|32679-33806 gi|777182157|emb|LN829403.1|65997-67124 gi|761589803|dbj|AP014651.1|321502-320375 gi|761589803|dbj|AP014651.1|5297573-5298700 gi|704485843|gb|KJ186153.1|32673-33800 gi|704485786|gb|KJ186152.1|32679-33806 gi|674252391|gb|CP008739.2|6816903-6818030
Resfinder	Tet|tetG_5_AF071555|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETG	tet(G)_5_AF071555
CARD	CARD|phgb|X74325|645-1908|ARO:3002656|APH4-Ib|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH4	@phgb|X74325|645-1908|ARO:3002656|APH(4)-Ib [Burkholderia pseudomallei]
NCBI	CARD|phgb|X74325|645-1908|ARO:3002656|APH4-Ib|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH4	gi|439726|emb|X74325.1|646-1909
CARD	Bla|AB900900.1|gene1|betalactams|Class_A_betalactamases|CTX	@phgb|AB900900|0-876|ARO:3001994|CTX-M-137 [Escherichia coli]
Lahey	Bla|AB900900.1|gene1|betalactams|Class_A_betalactamases|CTX	BAO37256.1 AB900900.1:1-876
NCBI	Bla|AB900900.1|gene1|betalactams|Class_A_betalactamases|CTX	gi|594191624|gb|KF790923.2|3867-4742 gi|573461382|dbj|AB900900.1|1-876
NCBI	Sul|sul1_25_AY878717|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI	gi|695211314|ref|NG_036058.1|3503-4342
Resfinder	Sul|sul1_25_AY878717|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI	sul1_25_AY878717
NCBI	gi|270266459|gb|GU186044.1|betalactams|Class_B_betalactamases|IND	gi|270266459|gb|GU186044.1|1-849
NCBI	Bla|TEM-52C_2_EF141186|betalactams|Class_A_betalactamases|TEM	gi|909636667|emb|LN850164.1|64082-63222 gi|667695876|gb|CP008734.1|10552-11412 gi|665823426|gb|KJ484639.1|63013-62153 gi|695224107|ref|NG_041019.1|877-1737 gi|695212177|ref|NG_036345.1|3944-4804 gi|58615621|gb|AY883411.1|167-1027
Resfinder	Bla|TEM-52C_2_EF141186|betalactams|Class_A_betalactamases|TEM	blaTEM-52C_2_EF141186
NCBI	AGly|M86913.1|gene4|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME	gi|155023|gb|M86913.1|TRNTN21CAS|2775-3332
NCBI	gi|472863|emb|Z28968.1|betalactams|Class_A_betalactamases|SME	gi|472863|emb|Z28968.1|1-1211 gi|510203|emb|Z30237.1|222-1
CARD	Bla|X65253.1|gene1|betalactams|Class_A_betalactamases|TEM	@phgb|X65253|175-1036|ARO:3000894|TEM-24 [Klebsiella pneumoniae]
Lahey	Bla|X65253.1|gene1|betalactams|Class_A_betalactamases|TEM	CAA46345.1 X65253.1:176-1036
NCBI	Bla|X65253.1|gene1|betalactams|Class_A_betalactamases|TEM	gi|296953|emb|X65253.1|176-1036
NCBI	Mdr|NC_002516.2.877857|Multi-drug_resistance|MDR_regulator|MEXR|RequiresSNPConfirmation	gi|984361056|gb|CP008873.1|899385-899828 gi|984355403|gb|CP008872.1|754374-753931 gi|974347073|gb|CP008869.1|5635138-5635581 gi|974341323|gb|CP008868.1|2129168-2128725 gi|974335511|gb|CP008867.1|2960726-2960283 gi|974327848|gb|CP008866.1|2997707-2998150 gi|974319461|gb|CP008865.1|3252157-3251714 gi|974298776|gb|CP008864.1|6029619-6029176 gi|974282928|gb|CP008861.1|3257005-3257448 gi|974275390|gb|CP008860.1|1705023-1704580
CARD	CARD|phgb|EU408349|107-1025|ARO:3002487|LRA-8|betalactams|Class_B_betalactamases|LRA	@phgb|EU408349|107-1025|ARO:3002487|LRA-8 [uncultured bacterium BLR8]
NCBI	CARD|phgb|EU408349|107-1025|ARO:3002487|LRA-8|betalactams|Class_B_betalactamases|LRA	gi|169647635|gb|EU408349.1|108-1026
ARG-ANNOT	gi|168740380|emb|AM231720.2|betalactams|Class_D_betalactamases|OXA	(Bla)OXA-100:AM231720:1-825:825
CARD	gi|168740380|emb|AM231720.2|betalactams|Class_D_betalactamases|OXA	@phgb|AM231720|0-825|ARO:3001438|OXA-100 [Acinetobacter baumannii]
Lahey	gi|168740380|emb|AM231720.2|betalactams|Class_D_betalactamases|OXA	CAJ77817.2 AM231720.2:1-825
NCBI	gi|168740380|emb|AM231720.2|betalactams|Class_D_betalactamases|OXA	gi|478486900|gb|JX499236.1|1715-2539 gi|168740380|emb|AM231720.2|1-825
Resfinder	gi|168740380|emb|AM231720.2|betalactams|Class_D_betalactamases|OXA	blaOXA-100_1_AM231720
CARD	505|AJ308331.1|AJ308331|betalactams|Class_B_betalactamases|CAU	@phgb|AJ308331|0-870|ARO:3000855|CAU-1 beta-lactamase [Caulobacter vibrioides]
NCBI	505|AJ308331.1|AJ308331|betalactams|Class_B_betalactamases|CAU	gi|21425613|emb|AJ308331.1|1-870
NCBI	Tmt|U43152.1|gene1|Trimethoprim|Dihydrofolate_reductase|DFRD	gi|508787714|gb|KC456362.1|6471-6990 gi|1150986|gb|U43152.1|LMU43152|63-582 gi|1244654|gb|U40997.1|LMU40997|2158-2677
ARG-ANNOT	Gly|VanS-Pt|AY926880|1391-2551|1461|Glycopeptides|VanA-type_regulator|VANSA	(Gly)VanS-Pt:AY926880:1391-2551:1461
NCBI	Gly|VanS-Pt|AY926880|1391-2551|1461|Glycopeptides|VanA-type_regulator|VANSA	gi|257412320|gb|AY926880.2|1391-2551
Resfinder	Gly|VanS-Pt|AY926880|1391-2551|1461|Glycopeptides|VanA-type_regulator|VANSA	VanS-Pt2_4_AY926880
NCBI	Tet|tetM_6_M21136|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	gi|153114|gb|M21136.1|STATETM|458-2377
Resfinder	Tet|tetM_6_M21136|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM	tet(M)_6_M21136
CARD	CARD|phgb|AF253562|2978-3713|ARO:3000002|vanW|Glycopeptides|VanG-type_accessory_protein|VANWG	@phgb|AF253562|2978-3713|ARO:3000002|vanW [Enterococcus faecalis]
NCBI	CARD|phgb|AF253562|2978-3713|ARO:3000002|vanW|Glycopeptides|VanG-type_accessory_protein|VANWG	gi|9718996|gb|AF253562.2|AF253562|2979-3713
ARG-ANNOT	605|V01547.1|V01547|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME	(AGly)Aph3-III:V01547:535-1329:795
CARD	605|V01547.1|V01547|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME	@phgb|CP004067|52914-53709|ARO:3002647|APH(3')-IIIa [Campylobacter coli CVM N29710]
NCBI	605|V01547.1|V01547|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME	gi|975002886|gb|CP013996.1|42127-41333 gi|974161314|gb|CP012018.1|407833-408627 gi|974158397|gb|CP012015.1|407840-408634 gi|974155539|gb|CP012013.1|408882-409676 gi|974152716|gb|CP012012.1|408043-408837 gi|974149849|gb|CP012011.1|453883-454677 gi|409032404|gb|JQ407082.1|6185-5391 gi|969943237|gb|KT365905.1|5748-4954 gi|946578471|gb|KT373982.1|1214-420 gi|948351829|gb|CP013117.1|1293-2087
Resfinder	605|V01547.1|V01547|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME	aph(3')-III_1_M26832
