Database,Source_header,MEGARes_header,UpdatedHeader
ARG-ANNOT,(Gly)VanY-Pt2:DQ018711:6234-7133:900,MEG_7595|Drugs|Glycopeptides|VanA-type_accessory_protein|VANYA,
NCBI,gi|66731632|gb|DQ018710.1|8162-9046,MEG_7596|Drugs|Glycopeptides|VanA-type_accessory_protein|VANYA,
NCBI,gi|975002886|gb|CP013996.1|5097-5987 gi|925192758|gb|CP012594.1|31666-30776 gi|830872341|gb|KR349520.1|11068-11958 gi|816206772|gb|KR047792.1|11067-11957 gi|695226492|ref|NG_041525.1|11337-12227 gi|359465430|dbj|AB611033.1|11358-10468 gi|695224489|ref|NG_041086.1|3134-2244 gi|304325020|gb|GQ484956.1|31045-31935 gi|304324978|gb|GQ484955.1|29957-30847 gi|304324937|gb|GQ484954.1|25282-26172,MEG_7597|Drugs|Glycopeptides|VanA-type_accessory_protein|VANYA,
AMRFinder,488346685|WP_002416070.1|NG_048519|1|1|vanY-B|vanY-B|D-Ala-D-Ala_carboxypeptidase_VanY-B NG_048519:101-907,MEG_7598|Drugs|Glycopeptides|VanD-type_accessory_protein|VANYB,
AMRFinder,1028100719|WP_063856854.1|NG_048520|1|1|vanY-D|vanY-D|transpeptidase-like_D-Ala-D-Ala_carboxypeptidase_VanY-D NG_048520:101-1171,MEG_7599|Drugs|Glycopeptides|VanD-type_accessory_protein|VANYD,
AMRFinder,909655056|WP_049898469.1|NG_048524|1|1|vanY-D|vanY-D|transpeptidase-like_D-Ala-D-Ala_carboxypeptidase_VanY-D NG_048524:101-1171,MEG_7600|Drugs|Glycopeptides|VanD-type_accessory_protein|VANYD,
AMRFinder,1028100736|WP_063856871.1|NG_048522|1|1|vanY-D|vanY-D|transpeptidase-like_D-Ala-D-Ala_carboxypeptidase_VanY-D NG_048522:101-1141,MEG_7601|Drugs|Glycopeptides|VanD-type_accessory_protein|VANYD,
AMRFinder,1391852846|WP_109545033.1|NG_048525|1|1|vanY-D|vanY-D|transpeptidase-like_D-Ala-D-Ala_carboxypeptidase_VanY-D NG_048525:101-1168,MEG_7602|Drugs|Glycopeptides|VanD-type_accessory_protein|VANYD,
ARG-ANNOT,(Gly)VanY-D:AB242319:1958-3025:1068,MEG_7603|Drugs|Glycopeptides|VanD-type_accessory_protein|VANYD,
NCBI,gi|27461214|gb|AY082011.1|3849-4917,MEG_7604|Drugs|Glycopeptides|VanD-type_accessory_protein|VANYD,
NCBI,gi|5759260|gb|AF175293.1|AF175293|2025-3095,MEG_7605|Drugs|Glycopeptides|VanD-type_accessory_protein|VANYD,
CARD,CARD|gb|AF155139|+|1511-2207|ARO:3002925|vanRF [Paenibacillus popilliae ATCC 14706] ,MEG_7606|Drugs|Glycopeptides|VanF-type_accessory_protein|VANYF,
CARD,CARD|gb|AF155139|+|2199-3297|ARO:3002936|vanSF [Paenibacillus popilliae ATCC 14706] ,MEG_7607|Drugs|Glycopeptides|VanF-type_accessory_protein|VANYF,
CARD,CARD|gb|AF155139|+|3396-4278|ARO:3002958|vanYF [Paenibacillus popilliae ATCC 14706] ,MEG_7608|Drugs|Glycopeptides|VanF-type_accessory_protein|VANYF,
CARD,CARD|gb|AF155139|+|4338-4959|ARO:3002963|vanZF [Paenibacillus popilliae ATCC 14706] ,MEG_7609|Drugs|Glycopeptides|VanF-type_accessory_protein|VANYF,
CARD,CARD|gb|AF155139|+|4978-5947|ARO:3002945|vanHF [Paenibacillus popilliae ATCC 14706] ,MEG_7610|Drugs|Glycopeptides|VanF-type_accessory_protein|VANYF,
CARD,CARD|gb|AF155139|+|5939-6971|ARO:3002908|vanF [Paenibacillus popilliae ATCC 14706] ,MEG_7611|Drugs|Glycopeptides|VanF-type_accessory_protein|VANYF,
CARD,CARD|gb|AF155139|+|6976-7648|ARO:3002952|vanXF [Paenibacillus popilliae ATCC 14706] ,MEG_7612|Drugs|Glycopeptides|VanF-type_accessory_protein|VANYF,
AMRFinder,1028100759|WP_063856894.1|NG_048527|1|1|vanY-G|vanY-G|D-Ala-D-Ala_carboxypeptidase_VanY-G NG_048527:101-937,MEG_7613|Drugs|Glycopeptides|VanG-type_accessory_protein|VANYG,
CARD,CARD|gb|DQ212986|+|4222-5062|ARO:3002959|vanYG1 [Enterococcus faecalis] ,MEG_7614|Drugs|Glycopeptides|VanG-type_accessory_protein|VANYG,
AMRFinder,497574828|WP_009889012.1|NG_061614|1|1|vanZ1|vanZ1|glycopeptide_resistance_protein_VanZ1 NG_061614:101-610,MEG_7615|Drugs|Glycopeptides|VanA-type_accessory_protein|VANZA,
AMRFinder,1028100790|WP_063856925.1|NG_048533|1|1|vanZ-A|vanZ-A|glycopeptide_resistance_protein_VanZ-A NG_048533:1-486,MEG_7616|Drugs|Glycopeptides|VanA-type_accessory_protein|VANZA,
ARG-ANNOT,(Gly)VanZ-Pa:DQ018711:7169-7648:480,MEG_7617|Drugs|Glycopeptides|VanA-type_accessory_protein|VANZA,
AMRFinder,446700834|WP_000778180.1|NG_057468|1|1|varG|varG|VarG_family_subclass_B1-like_metallo-beta-lactamase NG_057468:101-1225,MEG_7618|Drugs|betalactams|Class_B_betalactamases|VARG,
CARD,CARD|gb|AE003852.1|+|1674272-1675445|ARO:3004289|Vibrio cholerae varG [Vibrio cholerae O1 biovar El Tor str. N16961] ,MEG_7619|Drugs|betalactams|Class_B_betalactamases|VARG,
CARD,CARD|gb|GQ205627|+|3036-3687|ARO:3002845|vatH [Enterococcus faecium] ,MEG_7620|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATA,
CARD,CARD|gb|L07778|+|0-660|ARO:3002840|vatA [Staphylococcus aureus] ,MEG_7621|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATA,
CARD,CARD|gb|U19459|+|66-705|ARO:3002841|vatB [Staphylococcus aureus] ,MEG_7622|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATB,
CARD,CARD|gb|AF015628|+|1306-1945|ARO:3002842|vatC [Staphylococcus cohnii] ,MEG_7623|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATC,
ARG-ANNOT,(MLS)VatD:L12033:162-791:630,MEG_7624|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATD,
CARD,CARD|gb|AF368302|+|2716-3331|ARO:3002843|vatD [Enterococcus faecium] ,MEG_7625|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATD,
AMRFinder,1028100794|WP_063856929.1|NG_048544|1|1|vat(E)|vat(E)|streptogramin_A_O-acetyltransferase_Vat(E) NG_048544:1-645,MEG_7626|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,
NCBI,gi|15266470|gb|AY043209.1|1-645,MEG_7627|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,
NCBI,gi|15266475|gb|AY043210.1|1-645,MEG_7628|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,
NCBI,gi|15266479|gb|AY043211.1|1-645,MEG_7629|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,
NCBI,gi|15266481|gb|AY043212.1|1-645,MEG_7630|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,
NCBI,gi|15266484|gb|AY043213.1|1-645,MEG_7631|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,
NCBI,gi|695199387|ref|NG_035215.1|271-915,MEG_7632|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATE,
CARD,CARD|gb|AF170730|+|69-735|ARO:3003744|vatF [Yersinia enterocolitica] ,MEG_7633|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATF,
CARD,CARD|gb|KX531050.1|+|0-633|ARO:3003987|VatI [Paenibacillus sp. LC231] ,MEG_7634|Drugs|MLS|Streptogramin_A_O-acetyltransferase|VATI,
BacMet,"vcaM|AAF96892|AAF96892.1VibriocholeraeO1biovarElTorstr.N16961ABCtransporter,ATP-bindingprotein",MEG_7635|Biocides|Multi-biocide_resistance|Multi-biocide_ABC_efflux_pump|VCAM,
CARD,CARD|gb|KT818596|+|10010-10865|ARO:3003713|VCC-1 [Vibrio cholerae] ,MEG_7636|Drugs|betalactams|Class_A_betalactamases|VCC,
BacMet,vceA|AAC38085|AAC38085.1VibriocholeraeVceA,MEG_7637|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|VCEA,
BacMet,vceB|AAC38086|AAC38086.1VibriocholeraeVceB,MEG_7638|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|VCEB,
BacMet,"vceC|AAF94566|AAF94566.1VibriocholeraeO1biovarElTorstr.N16961multidrugresistanceprotein,putative",MEG_7639|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|VCEC,
BacMet,"vceR|AAF94565|AAF94565.1VibriocholeraeO1biovarElTorstr.N16961transcriptionalregulator,TetRfamily:Location:1..603",MEG_7640|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|VCER,
BacMet,"vcmA|AAF94694|AAF94694.1VibriocholeraeO1biovarElTorstr.N16961multidrugresistanceproteinNorM,putative",MEG_7641|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|VCMA,
BacMet,vcmA|BAB79260|BAB79260.1Vibriocholeraenon-O1multidrugresistancepump,MEG_7642|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|VCMA,
BacMet,vcrM|AEJ09655|AEJ09655.1VibriocholeraeVcrM,MEG_7643|Biocides|Multi-biocide_resistance|Multi-biocide_MATE_efflux_pump|VCRM,
AMRFinder,763233433|WP_044103626.1|NG_063895|1|1|blaVEB-21|blaVEB|class_A_extended-spectrum_beta-lactamase_VEB-21 NG_063895:1-900,MEG_7644|Drugs|betalactams|Class_A_betalactamases|VEB,
AMRFinder,1028110889|WP_063865157.1|NG_050325|1|1|blaVEB-17|blaVEB|class_A_extended-spectrum_beta-lactamase_VEB-17 NG_050325:1-900,MEG_7645|Drugs|betalactams|Class_A_betalactamases|VEB,
AMRFinder,1049330903|WP_065825678.1|NG_051319|1|1|blaVEB-18|blaVEB|class_A_extended-spectrum_beta-lactamase_VEB-18 NG_051319:101-1000,MEG_7646|Drugs|betalactams|Class_A_betalactamases|VEB,
AMRFinder,1028110880|WP_063865151.1|NG_050319|1|1|blaVEB-11|blaVEB|class_A_extended-spectrum_beta-lactamase_VEB-11 NG_050319:1-900,MEG_7647|Drugs|betalactams|Class_A_betalactamases|VEB,
AMRFinder,1226997335|WP_094009812.1|NG_055500|1|1|blaVEB-19|blaVEB|class_A_extended-spectrum_beta-lactamase_VEB-19 NG_055500:1-900,MEG_7648|Drugs|betalactams|Class_A_betalactamases|VEB,
AMRFinder,1028110878|WP_063865150.1|NG_050318|1|1|blaVEB-10|blaVEB|class_A_extended-spectrum_beta-lactamase_VEB-10 NG_050318:1-900,MEG_7649|Drugs|betalactams|Class_A_betalactamases|VEB,
AMRFinder,1028110881|WP_063865152.1|NG_050320|1|1|blaVEB-12|blaVEB|class_A_extended-spectrum_beta-lactamase_VEB-12 NG_050320:1-900,MEG_7650|Drugs|betalactams|Class_A_betalactamases|VEB,
AMRFinder,1559613021|WP_128268286.1|NG_063894|1|1|blaVEB-20|blaVEB|class_A_extended-spectrum_beta-lactamase_VEB-20 NG_063894:1-900,MEG_7651|Drugs|betalactams|Class_A_betalactamases|VEB,
AMRFinder,1028110883|WP_063865153.1|NG_050321|1|1|blaVEB-13|blaVEB|class_A_extended-spectrum_beta-lactamase_VEB-13 NG_050321:1-900,MEG_7652|Drugs|betalactams|Class_A_betalactamases|VEB,
AMRFinder,1028110885|WP_063865154.1|NG_050322|1|1|blaVEB-14|blaVEB|class_A_extended-spectrum_beta-lactamase_VEB-14 NG_050322:1-897,MEG_7653|Drugs|betalactams|Class_A_betalactamases|VEB,
AMRFinder,1028110886|WP_063865155.1|NG_050323|1|1|blaVEB-15|blaVEB|class_A_extended-spectrum_beta-lactamase_VEB-15 NG_050323:1-900,MEG_7654|Drugs|betalactams|Class_A_betalactamases|VEB,
ARG-ANNOT,(Bla)VEB-1:DQ393569:1955-2854:900,MEG_7655|Drugs|betalactams|Class_A_betalactamases|VEB,
ARG-ANNOT,(Bla)VEB-6:EU259884:6412-7311:900,MEG_7656|Drugs|betalactams|Class_A_betalactamases|VEB,
CARD,CARD|gb|AF324833.1|+|0-900|ARO:3002378|VEB-9 [Pseudomonas aeruginosa] ,MEG_7657|Drugs|betalactams|Class_A_betalactamases|VEB,
CARD,CARD|gb|AF324834.1|+|0-900|ARO:3003712|VEB-1b [Pseudomonas aeruginosa] ,MEG_7658|Drugs|betalactams|Class_A_betalactamases|VEB,
CARD,CARD|gb|AY027870|+|46-946|ARO:3002371|VEB-2 [Pseudomonas aeruginosa] ,MEG_7659|Drugs|betalactams|Class_A_betalactamases|VEB,
CARD,CARD|gb|AY536519|+|37-937|ARO:3002372|VEB-3 [Enterobacter cloacae] ,MEG_7660|Drugs|betalactams|Class_A_betalactamases|VEB,
CARD,CARD|gb|EF136375|+|0-900|ARO:3002373|VEB-4 [Proteus mirabilis] ,MEG_7661|Drugs|betalactams|Class_A_betalactamases|VEB,
CARD,CARD|gb|EF420108|+|37-937|ARO:3002375|VEB-5 [Escherichia coli] ,MEG_7662|Drugs|betalactams|Class_A_betalactamases|VEB,
CARD,CARD|gb|FJ825622|+|0-900|ARO:3002376|VEB-7 [Acinetobacter baumannii] ,MEG_7663|Drugs|betalactams|Class_A_betalactamases|VEB,
CARD,CARD|gb|JX679208|+|0-900|ARO:3002377|VEB-8 [Escherichia coli] ,MEG_7664|Drugs|betalactams|Class_A_betalactamases|VEB,
NCBI,gi|126202236|gb|EF420108.1|1-1017,MEG_7665|Drugs|betalactams|Class_A_betalactamases|VEB,
NCBI,gi|17999556|gb|AY027870.1|1-1081,MEG_7666|Drugs|betalactams|Class_A_betalactamases|VEB,
NCBI,gi|44894130|gb|AY536519.1|1-1066 gi|530347473|gb|CP006657.1|152699-153763 gi|530347473|gb|CP006657.1|67625-67717 gi|695214579|ref|NG_036847.1|6046-4982 gi|695224365|ref|NG_041064.1|4703-4611 gi|260677483|gb|GQ388247.1|26590-26498 gi|169147133|emb|CU459141.1|3648664-3648756 gi|169147133|emb|CU459141.1|3652547-3652580 gi|85813394|emb|CT025832.1|54107-54015 gi|85813394|emb|CT025832.1|50224-50191,MEG_7667|Drugs|betalactams|Class_A_betalactamases|VEB,
BacMet,vexA|AAF93341|AAF93341.1VibriocholeraeO1biovarElTorstr.N16961conservedhypotheticalprotein,MEG_7668|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|VEXA,
BacMet,"vexB|AAF93340|AAF93340.1VibriocholeraeO1biovarElTorstr.N16961multidrugresistanceprotein,putative",MEG_7669|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|VEXB,
BacMet,"vexC|AAF94906|AAF94906.1VibriocholeraeO1biovarElTorstr.N16961periplasmiclinkerprotein,putative",MEG_7670|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|VEXC,
BacMet,"vexD|AAF94907|AAF94907.1VibriocholeraeO1biovarElTorstr.N16961transporter,AcrB/D/Ffamily",MEG_7671|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|VEXD,
BacMet,vexE|BAF66268|BAF66268.1VibriocholeraemultidrugeffluxtransporterVexE,MEG_7672|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|VEXE,
BacMet,vexF|BAF66269|BAF66269.1VibriocholeraemultidrugeffluxtransporterVexF,MEG_7673|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|VEXF,
BacMet,"vexH|AAF94076|AAF94076.1VibriocholeraeO1biovarElTorstr.N16961multidrugresistanceprotein,putative",MEG_7674|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|VEXH,
BacMet,"vexK|AAF94823|AAF94823.1VibriocholeraeO1biovarElTorstr.N16961transporter,AcrB/D/Ffamily",MEG_7675|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|VEXK,
AMRFinder,1028100802|WP_063856937.1|NG_048554|1|1|vga(A)|vga(A)|ABC-F_type_ribosomal_protection_protein_Vga(A) NG_048554:101-1669,MEG_7676|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,
AMRFinder,488371242|WP_002440627.1|NG_048557|1|1|vga(A)|vga(A)|ABC-F_type_ribosomal_protection_protein_Vga(A) NG_048557:101-1669,MEG_7677|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,
AMRFinder,501574685|WP_012579073.1|NG_048556|1|1|vga(A)|vga(A)|ABC-F_type_ribosomal_protection_protein_Vga(A) NG_048556:101-1669,MEG_7678|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,
AMRFinder,1028100801|WP_063856936.1|NG_048553|1|1|vga(A)|vga(A)|ABC-F_type_ribosomal_protection_protein_Vga(A) NG_048553:101-1675,MEG_7679|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,
ARG-ANNOT,(MLS)VgaA:M90056:909-2477:1569,MEG_7680|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,
CARD,CARD|gb|DQ823382|+|0-1569|ARO:3002830|vgaALC [Staphylococcus haemolyticus] ,MEG_7681|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,
CARD,CARD|gb|FN806792.1|+|100-1669|ARO:3002831|vgaC [Staphylococcus aureus] ,MEG_7682|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,
CARD,CARD|gb|KF540226.1|-|3569-5144|ARO:3004715|vga(E) Staphylococcus cohnii [Staphylococcus cohnii] ,MEG_7683|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,
NCBI,gi|641688293|emb|HG799495.1|70853-70880 gi|321156851|emb|FR671404.1|6271-6244,MEG_7684|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,
NCBI,gi|695214537|ref|NG_036833.1|48-1616 gi|641688293|emb|HG799495.1|70852-70880,MEG_7685|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,
ResFinder,vga(A)LC_4_JQ312423,MEG_7686|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,
ResFinder,vga(A)_3_JQ312422,MEG_7687|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGA,
CARD,CARD|gb|U82085|+|0-1659|ARO:3000118|vgaB [Staphylococcus aureus] ,MEG_7688|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGAB,
CARD,CARD|gb|GQ205627|+|1393-2971|ARO:3002832|vgaD [Enterococcus faecium] ,MEG_7689|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGAD,
CARD,CARD|gb|FR772051|+|8740-10315|ARO:3002833|vgaE [Staphylococcus aureus subsp. aureus ST398] ,MEG_7690|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|VGAE,
AMRFinder,1028100804|WP_063856939.1|NG_048562|1|1|vgb(A)|vgb(A)|streptogramin_B_lyase_Vgb(A) NG_048562:101-1000,MEG_7691|Drugs|MLS|Streptogramin_B_ester_bond_cleavage|VGBA,
CARD,CARD|gb|M20129|+|640-1540|ARO:3001307|VgbA [Staphylococcus aureus] ,MEG_7692|Drugs|MLS|Streptogramin_B_ester_bond_cleavage|VGBA,
CARD,CARD|gb|AF015628|+|398-1286|ARO:3001308|VgbB [Staphylococcus cohnii] ,MEG_7693|Drugs|MLS|Streptogramin_B_ester_bond_cleavage|VGBB,
CARD,CARD|gb|KX531055.1|+|0-891|ARO:3003990|VgbC [Paenibacillus sp. LC231] ,MEG_7694|Drugs|MLS|Streptogramin_B_ester_bond_cleavage|VGBC,
AMRFinder,1028110909|WP_063865165.1|NG_050335|1|1|blaVHW-1|blaVHW|carbenicillin-hydrolyzing_class_A_beta-lactamase_VHW-1 NG_050335:101-973,MEG_7695|Drugs|betalactams|Class_A_betalactamases|VHW,
AMRFinder,1028110986|WP_063865198.1|NG_050376|1|1|blaVIM-49|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-49 NG_050376:1-801,MEG_7696|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1408841641|WP_111672914.1|NG_060572|1|1|blaVIM-57|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-57 NG_060572:1-801,MEG_7697|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1625655430|WP_136512107.1|NG_064784|1|1|blaVIM-55|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-55 NG_064784:1-801,MEG_7698|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1440786795|WP_114699283.1|NG_061412|1|1|blaVIM-59|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-59 NG_061412:94-894,MEG_7699|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1693892950|WP_140423327.1|NG_065447|1|1|blaVIM-64|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-64 NG_065447:1-801,MEG_7700|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1226997330|WP_094009807.1|NG_055489|1|1|blaVIM-52|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-52 NG_055489:1-801,MEG_7701|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1142971252|WP_077064888.1|NG_052864|1|1|blaVIM-54|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-54 NG_052864:1-801,MEG_7702|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1028110978|WP_063865190.1|NG_050368|1|1|blaVIM-40|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-40 NG_050368:1-801,MEG_7703|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1509794519|WP_122630828.1|NG_062231|1|1|blaVIM-53|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-53 NG_062231:1-801,MEG_7704|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1693892951|WP_140423328.1|NG_065448|1|1|blaVIM-65|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-65 NG_065448:1-801,MEG_7705|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1028110979|WP_063865191.1|NG_050369|1|1|blaVIM-41|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-41 NG_050369:1-801,MEG_7706|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1625655431|WP_136512108.1|NG_064785|1|1|blaVIM-63|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-63 NG_064785:1-801,MEG_7707|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1440786789|WP_114699277.1|NG_061404|1|1|blaVIM-60|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-60 NG_061404:1-801,MEG_7708|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1028110987|WP_063865199.1|NG_050378|1|1|blaVIM-50|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-50 NG_050378:1-801,MEG_7709|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1028110988|WP_063865200.1|NG_050379|1|1|blaVIM-51|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-51 NG_050379:1-801,MEG_7710|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1625655432|WP_136512109.1|NG_064786|1|1|blaVIM-66|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-66 NG_064786:1-801,MEG_7711|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1028110982|WP_063865194.1|NG_050372|1|1|blaVIM-44|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-44 NG_050372:1-801,MEG_7712|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1028110983|WP_063865195.1|NG_050373|1|1|blaVIM-45|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-45 NG_050373:1-801,MEG_7713|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1559613022|WP_128268287.1|NG_063896|1|1|blaVIM-62|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-62 NG_063896:1-801,MEG_7714|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1028110985|WP_063865197.1|NG_050375|1|1|blaVIM-47|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-47 NG_050375:1-801,MEG_7715|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1028110984|WP_063865196.1|NG_050374|1|1|blaVIM-46|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-46 NG_050374:1-801,MEG_7716|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1625655429|WP_136512106.1|NG_064783|1|1|blaVIM-48|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-48 NG_064783:1-801,MEG_7717|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1409436280|WP_111772163.1|NG_060588|1|1|blaVIM-58|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-58 NG_060588:1-801,MEG_7718|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1343491230|WP_104009846.1|NG_056405|1|1|blaVIM-56|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-56 NG_056405:1-801,MEG_7719|Drugs|betalactams|Class_B_betalactamases|VIM,
AMRFinder,1511261583|WP_123002103.1|NG_062359|1|1|blaVIM-61|blaVIM|subclass_B1_metallo-beta-lactamase_VIM-61 NG_062359:1-798,MEG_7720|Drugs|betalactams|Class_B_betalactamases|VIM,
ARG-ANNOT,(Bla)VIM-14:EF055455:1-801:801,MEG_7721|Drugs|betalactams|Class_B_betalactamases|VIM,
CARD,CARD|gb|AF300454|+|0-801|ARO:3002273|VIM-3 [Pseudomonas aeruginosa] ,MEG_7722|Drugs|betalactams|Class_B_betalactamases|VIM,
CARD,CARD|gb|AF317511|+|187-988|ARO:3002271|VIM-1 [Pseudomonas aeruginosa] ,MEG_7723|Drugs|betalactams|Class_B_betalactamases|VIM,
CARD,CARD|gb|AJ536835|+|149-947|ARO:3002277|VIM-7 [Pseudomonas aeruginosa] ,MEG_7724|Drugs|betalactams|Class_B_betalactamases|VIM,
CARD,CARD|gb|AM087411|+|127-928|ARO:3002274|VIM-4 [Pseudomonas aeruginosa] ,MEG_7725|Drugs|betalactams|Class_B_betalactamases|VIM,
CARD,CARD|gb|AM778091|+|26-815|ARO:3002288|VIM-18 [Pseudomonas aeruginosa] ,MEG_7726|Drugs|betalactams|Class_B_betalactamases|VIM,
CARD,CARD|gb|AY144612|+|0-801|ARO:3002275|VIM-5 [Klebsiella pneumoniae] ,MEG_7727|Drugs|betalactams|Class_B_betalactamases|VIM,
CARD,CARD|gb|AY165025|+|0-801|ARO:3002276|VIM-6 [Pseudomonas putida] ,MEG_7728|Drugs|betalactams|Class_B_betalactamases|VIM,
CARD,CARD|gb|AY524987|+|0-801|ARO:3002278|VIM-8 [Pseudomonas aeruginosa] ,MEG_7729|Drugs|betalactams|Class_B_betalactamases|VIM,
CARD,CARD|gb|AY524988|+|0-801|ARO:3002279|VIM-9 [Pseudomonas aeruginosa] ,MEG_7730|Drugs|betalactams|Class_B_betalactamases|VIM,
CARD,CARD|gb|AY524989|+|0-801|ARO:3002280|VIM-10 [Pseudomonas aeruginosa] ,MEG_7731|Drugs|betalactams|Class_B_betalactamases|VIM,
