S1_test,S3_test,S2_test
MEG_5229|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,6.0,0
MEG_1569|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,2.0,0
MEG_549|Drugs|betalactams|Class_C_betalactamases|ADC,2.0,0,2.0
MEG_3334|Drugs|betalactams|Class_B_betalactamases|IMP,0,4.0,0
MEG_1251|Drugs|betalactams|Class_B_betalactamases|BLAB,4.0,6.0,2.0
MEG_3204|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,8.0,12.0,4.0
MEG_3046|Drugs|betalactams|Class_C_betalactamases|FOX,4.0,4.0,2.0
MEG_7162|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,4.0,4.0,2.0
MEG_7666|Drugs|betalactams|Class_A_betalactamases|VEB,6.0,4.0,4.0
MEG_6865|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,2.0,2.0
MEG_3361|Drugs|betalactams|Class_B_betalactamases|IMP,0,2.0,0
MEG_3348|Drugs|betalactams|Class_B_betalactamases|IMP,4.0,4.0,2.0
MEG_6447|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,2.0,2.0
MEG_7304|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,2.0,6.0,0
MEG_3353|Drugs|betalactams|Class_B_betalactamases|IMP,2.0,4.0,2.0
MEG_1610|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,6.0,2.0,2.0
MEG_4800|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,2.0
MEG_3328|Drugs|betalactams|Class_B_betalactamases|IMP,2.0,2.0,0
MEG_4805|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,2.0,0
MEG_7507|Drugs|Glycopeptides|VanD-type_regulator|VANSD,8.0,16.0,6.0
MEG_5038|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,4.0,4.0
MEG_2342|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,4.0,2.0
MEG_5329|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,24.0,28.0,14.0
MEG_6263|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,4.0,2.0
MEG_7172|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,0,2.0,0
MEG_5064|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,0
MEG_346|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,2.0,0
MEG_1077|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,4.0,4.0,2.0
MEG_1879|Drugs|betalactams|Class_C_betalactamases|CMY,2.0,6.0,2.0
MEG_2817|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,6.0,6.0,4.0
MEG_5370|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,4.0,16.0,4.0
MEG_5055|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,6.0,2.0
MEG_1004|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT9,0,2.0,0
MEG_7224|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,0,2.0,0
MEG_2418|Drugs|betalactams|Class_A_betalactamases|CTX,4.0,4.0,2.0
MEG_5304|Drugs|betalactams|Class_A_betalactamases|OXY,0,2.0,0
MEG_2806|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0,4.0,0
MEG_5616|Drugs|betalactams|Class_C_betalactamases|PDC,0,2.0,0
MEG_2955|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,2.0,4.0,2.0
MEG_4986|Drugs|betalactams|Class_D_betalactamases|OXA,6.0,10.0,4.0
MEG_6346|Drugs|betalactams|Class_A_betalactamases|SHV,4.0,4.0,2.0
MEG_6948|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,8.0,0
MEG_3210|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,0,14.0,0
MEG_5941|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,4.0,2.0,0
MEG_7220|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,0,10.0,0
MEG_4415|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,2.0
MEG_6328|Drugs|betalactams|Class_A_betalactamases|SHV,4.0,2.0,2.0
MEG_1682|Drugs|Multi-drug_resistance|MDR_23S_ribosomal_RNA_methyltransferase|CFRA,8.0,10.0,4.0
MEG_1045|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,4.0,2.0,4.0
MEG_1825|Drugs|betalactams|Class_C_betalactamases|CMY,6.0,4.0,0
MEG_4497|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,4.0,0
MEG_2111|Drugs|betalactams|Class_B_betalactamases|CPHA,0,4.0,0
MEG_2382|Drugs|betalactams|Class_A_betalactamases|CTX,8.0,4.0,4.0
MEG_2589|Drugs|betalactams|Class_C_betalactamases|DHA,2.0,2.0,0
MEG_6076|Drugs|betalactams|Class_A_betalactamases|ROB,0,2.0,0
MEG_1404|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,2.0,0
MEG_2329|Drugs|betalactams|Class_A_betalactamases|CTX,6.0,0,0
MEG_2226|Drugs|betalactams|Class_A_betalactamases|CTX,8.0,6.0,4.0
MEG_4869|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,2.0
MEG_7743|Drugs|betalactams|Class_B_betalactamases|VIM,2.0,2.0,0
MEG_2401|Drugs|betalactams|Class_A_betalactamases|CTX,6.0,6.0,6.0
MEG_4294|Drugs|Multi-drug_resistance|Multi-drug_RND_efflux_pumps|OPMH,10.0,12.0,4.0
MEG_6013|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRD,0,2.0,0
MEG_2605|Drugs|betalactams|Class_C_betalactamases|DHA,6.0,0,2.0
MEG_6663|Drugs|betalactams|Class_A_betalactamases|TEM,6.0,6.0,4.0
MEG_1761|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,2.0,6.0,0
MEG_2232|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,4.0,2.0
MEG_3123|Drugs|betalactams|Class_A_betalactamases|GES,2.0,0,2.0
MEG_3349|Drugs|betalactams|Class_B_betalactamases|IMP,0,2.0,0
MEG_1525|Drugs|betalactams|Class_A_betalactamases|CARB,2.0,4.0,0
MEG_6877|Drugs|betalactams|Class_A_betalactamases|TEM,6.0,2.0,4.0
MEG_4789|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_5619|Drugs|betalactams|Class_C_betalactamases|PDC,0,2.0,0
MEG_7395|Drugs|Glycopeptides|VanG-type_resistance_protein|VANG,0,4.0,0
MEG_2578|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRF,0,2.0,0
MEG_5135|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_1754|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,2.0,0,2.0
MEG_4258|Drugs|betalactams|Class_A_betalactamases|OKP,2.0,2.0,0
MEG_7164|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,2.0,6.0,2.0
MEG_3149|Drugs|betalactams|Class_B_betalactamases|GOB,0,4.0,0
MEG_2780|Drugs|MLS|23S_rRNA_methyltransferases|ERM42,4.0,2.0,2.0
MEG_4615|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,2.0
MEG_1972|Drugs|betalactams|Class_C_betalactamases|CMY,4.0,6.0,2.0
MEG_957|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,2.0,0
MEG_2208|Drugs|betalactams|Class_A_betalactamases|CTX,4.0,0,2.0
MEG_1977|Drugs|betalactams|Class_C_betalactamases|CMY,6.0,6.0,4.0
MEG_1827|Drugs|betalactams|Class_C_betalactamases|CMY,0,4.0,0
MEG_1097|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,2.0,4.0,2.0
MEG_1801|Drugs|betalactams|Class_C_betalactamases|CMY,6.0,6.0,4.0
MEG_3655|Drugs|betalactams|Class_A_betalactamases|LUT,4.0,4.0,2.0
MEG_7018|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,0,4.0,0
MEG_3113|Drugs|betalactams|Class_A_betalactamases|GES,2.0,2.0,0
MEG_2179|Drugs|betalactams|Class_A_betalactamases|CTX,0,6.0,0
MEG_4503|Drugs|betalactams|Class_D_betalactamases|OXA,0,4.0,0
MEG_3954|Drugs|betalactams|Class_C_betalactamases|MIR,2.0,6.0,0
MEG_5093|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_6817|Drugs|betalactams|Class_A_betalactamases|TEM,0,4.0,0
MEG_2196|Drugs|betalactams|Class_A_betalactamases|CTX,4.0,4.0,0
MEG_2777|Drugs|MLS|23S_rRNA_methyltransferases|ERM37,0,8.0,0
MEG_3739|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,6.0,10.0,4.0
MEG_6371|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,4.0,0
MEG_5985|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,2.0,0,0
MEG_5910|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,4.0,2.0,2.0
MEG_4470|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,6.0,2.0
MEG_3951|Drugs|betalactams|Class_C_betalactamases|MIR,4.0,4.0,0
MEG_7038|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETB,2.0,4.0,0
MEG_281|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2.0,4.0,2.0
MEG_1234|Drugs|betalactams|Class_B_betalactamases|BJP1,4.0,0,0
MEG_1812|Drugs|betalactams|Class_C_betalactamases|CMY,2.0,0,2.0
MEG_5119|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_5404|Drugs|betalactams|Penicillin_binding_protein|PBP2,10.0,12.0,6.0
MEG_3934|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXT,2.0,14.0,2.0
MEG_741|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,2.0,0,0
MEG_4066|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRA,0,2.0,0
MEG_5016|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,6.0,0
MEG_2796|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,2.0,4.0,0
MEG_6266|Drugs|betalactams|Class_A_betalactamases|SHV,4.0,4.0,2.0
MEG_2193|Drugs|betalactams|Class_A_betalactamases|CTX,0,4.0,0
MEG_919|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,6.0,0
MEG_1340|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,2.0,0
MEG_2800|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,2.0,6.0,0
MEG_1053|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,6.0,2.0,0
MEG_2709|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol_resistant_arabinosyltransferase|EMBA|RequiresSNPConfirmation,14.0,14.0,0
MEG_4224|Drugs|betalactams|Class_C_betalactamases|OCH,0,4.0,0
MEG_5341|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,8.0,14.0,4.0
MEG_313|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,4.0,2.0,2.0
MEG_3544|Drugs|betalactams|Class_A_betalactamases|LEN,0,2.0,0
MEG_4130|Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutant|NDH|RequiresSNPConfirmation,10.0,10.0,8.0
MEG_6399|Drugs|betalactams|Class_A_betalactamases|SHV,4.0,6.0,4.0
MEG_5969|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,2.0,0
MEG_7248|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETZ,6.0,0,2.0
MEG_6742|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,6.0,4.0
MEG_7603|Drugs|Glycopeptides|VanD-type_accessory_protein|VANYD,8.0,6.0,2.0
MEG_7501|Drugs|Glycopeptides|VanC-type_regulator|VANSC,2.0,2.0,2.0
MEG_1324|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,2.0,0
MEG_5138|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,0
MEG_6972|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET33,6.0,8.0,2.0
MEG_2917|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,2.0,0,2.0
MEG_5249|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,6.0,0
MEG_5267|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,2.0
MEG_6129|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,18.0,16.0,0
MEG_2843|Drugs|MLS|23S_rRNA_methyltransferases|ERMR,2.0,4.0,2.0
MEG_1834|Drugs|betalactams|Class_C_betalactamases|CMY,0,8.0,0
MEG_6554|Drugs|betalactams|Class_B_betalactamases|SPM,8.0,8.0,8.0
MEG_2963|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,4.0,2.0,2.0
MEG_2281|Drugs|betalactams|Class_A_betalactamases|CTX,0,2.0,0
MEG_5300|Drugs|betalactams|Class_A_betalactamases|OXY,4.0,6.0,2.0
MEG_4014|Drugs|betalactams|Class_C_betalactamases|MOX,4.0,4.0,4.0
MEG_7469|Drugs|Glycopeptides|VanB-type_regulator|VANRB,4.0,2.0,2.0
MEG_7221|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,8.0,6.0,4.0
MEG_7252|Drugs|betalactams|Class_A_betalactamases|TLA,6.0,8.0,4.0
MEG_6475|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,4.0,2.0
MEG_5758|Drugs|betalactams|Class_A_betalactamases|PER,8.0,4.0,8.0
MEG_6755|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,0,0
MEG_1994|Drugs|betalactams|Class_C_betalactamases|CMY,8.0,14.0,4.0
MEG_926|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2.0,0,2.0
MEG_759|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,2.0,0
MEG_766|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2.0,0,0
MEG_7749|Drugs|betalactams|Class_B_betalactamases|VIM,2.0,4.0,2.0
MEG_6310|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,2.0,2.0
MEG_2834|Drugs|MLS|23S_rRNA_methyltransferases|ERMG,2.0,6.0,2.0
MEG_5977|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,2.0,8.0,0
MEG_7125|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,4.0,0
MEG_3379|Drugs|betalactams|Class_B_betalactamases|IMP,2.0,4.0,0
MEG_2001|Drugs|betalactams|Class_C_betalactamases|CMY,2.0,4.0,0
MEG_1183|Drugs|betalactams|Class_A_betalactamases|AST,2.0,0,0
MEG_2362|Drugs|betalactams|Class_A_betalactamases|CTX,4.0,4.0,4.0
MEG_5769|Drugs|betalactams|Class_A_betalactamases|PER,4.0,2.0,2.0
MEG_4182|Drugs|Metronidazole|nim_nitroimidazole_reductase|NIMD,0,2.0,0
MEG_6370|Drugs|betalactams|Class_A_betalactamases|SHV,4.0,6.0,2.0
MEG_243|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2.0,0,2.0
MEG_7402|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,2.0,2.0,2.0
MEG_2385|Drugs|betalactams|Class_A_betalactamases|CTX,0,2.0,0
MEG_7074|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETE,6.0,10.0,4.0
MEG_3485|Drugs|betalactams|Class_A_betalactamases|KPC,0,4.0,0
MEG_1258|Drugs|betalactams|Class_B_betalactamases|BLAB,8.0,2.0,4.0
MEG_5450|Drugs|betalactams|Class_C_betalactamases|PDC,0,2.0,0
MEG_4914|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_4067|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRA,8.0,6.0,2.0
MEG_1644|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|CEOB,14.0,20.0,6.0
MEG_6805|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,2.0,0
MEG_6489|Drugs|betalactams|Class_A_betalactamases|SHV,4.0,0,2.0
MEG_4857|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,2.0
MEG_6309|Drugs|betalactams|Class_A_betalactamases|SHV,0,4.0,2.0
MEG_4851|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_3232|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,12.0,14.0,6.0
MEG_7490|Drugs|Glycopeptides|VanB-type_regulator|VANSB,2.0,4.0,2.0
MEG_227|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,2.0,0
MEG_3262|Drugs|betalactams|Class_A_betalactamases|HERA,2.0,2.0,0
MEG_7137|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,4.0,0,4.0
MEG_745|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,2.0,0,2.0
MEG_1984|Drugs|betalactams|Class_C_betalactamases|CMY,4.0,4.0,4.0
MEG_7403|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,6.0,0,2.0
MEG_4757|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_7377|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,2.0,4.0,0
MEG_2750|Drugs|MLS|Macrolide_esterases|EREA,2.0,8.0,2.0
MEG_3405|Drugs|betalactams|Class_B_betalactamases|IND,2.0,0,4.0
MEG_6759|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,6.0,4.0
MEG_6861|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,2.0,4.0
MEG_4956|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,4.0,2.0
MEG_7128|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,2.0,0,2.0
MEG_876|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2.0,0,2.0
MEG_2901|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|FEXA,6.0,0,0
MEG_3958|Drugs|betalactams|Class_C_betalactamases|MIR,2.0,10.0,2.0
MEG_4888|Drugs|betalactams|Class_D_betalactamases|OXA,0,4.0,0
MEG_3131|Drugs|betalactams|Class_A_betalactamases|GES,6.0,12.0,2.0
MEG_6706|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,2.0,2.0
MEG_2619|Drugs|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,2.0,0,2.0
MEG_3961|Drugs|betalactams|Class_C_betalactamases|MIR,6.0,12.0,6.0
MEG_5967|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,2.0,2.0,2.0
MEG_4828|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,4.0,2.0
MEG_1953|Drugs|betalactams|Class_C_betalactamases|CMY,2.0,0,2.0
MEG_5342|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,6.0,12.0,0
MEG_387|Drugs|betalactams|Class_C_betalactamases|ACC,6.0,6.0,2.0
MEG_2749|Drugs|MLS|Macrolide_esterases|EREA,4.0,2.0,2.0
MEG_5100|Drugs|betalactams|Class_D_betalactamases|OXA,0,4.0,0
MEG_4982|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,4.0,0
MEG_2394|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,6.0,2.0
MEG_1471|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|BMR,2.0,0,0
MEG_4984|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_983|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT4-PRIME,2.0,0,0
MEG_6079|Drugs|betalactams|Class_A_betalactamases|ROB,2.0,2.0,0
MEG_3148|Drugs|betalactams|Class_B_betalactamases|GOB,2.0,2.0,2.0
MEG_1115|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,8.0,16.0,8.0
MEG_3414|Drugs|betalactams|Class_B_betalactamases|IND,6.0,10.0,2.0
MEG_7516|Drugs|Glycopeptides|VanM-type_regulator|VANSM,4.0,2.0,0
MEG_125|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2.0,0,0
MEG_5077|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_6603|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,4.0,8.0,4.0
MEG_6123|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,18.0,40.0,12.0
MEG_6523|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,2.0,6.0,2.0
MEG_6878|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,4.0,2.0
MEG_2269|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,4.0,2.0
MEG_767|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2.0,4.0,0
MEG_784|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2.0,0,0
MEG_5281|Drugs|betalactams|Class_A_betalactamases|OXY,0,6.0,0
MEG_4023|Drugs|betalactams|Class_C_betalactamases|MOX,0,2.0,0
MEG_4232|Drugs|betalactams|Class_C_betalactamases|OCH,4.0,4.0,2.0
MEG_4706|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,0
MEG_6607|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,0,4.0,0
MEG_5260|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,6.0,2.0
MEG_3370|Drugs|betalactams|Class_B_betalactamases|IMP,0,2.0,0
MEG_6183|Drugs|betalactams|Class_B_betalactamases|SFH,4.0,4.0,2.0
MEG_6378|Drugs|betalactams|Class_A_betalactamases|SHV,0,8.0,0
MEG_7447|Drugs|Glycopeptides|VanN-type_resistance_protein|VANN,5.0,11.0,0
MEG_7090|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETK,0,8.0,0
MEG_389|Drugs|betalactams|Class_C_betalactamases|ACC,4.0,0,2.0
MEG_6418|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,10.0,2.0
MEG_336|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,2.0,6.0,2.0
MEG_5293|Drugs|betalactams|Class_A_betalactamases|OXY,4.0,2.0,4.0
MEG_1318|Drugs|betalactams|Class_A_betalactamases|BLASME,2.0,6.0,0
MEG_6983|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET38,4.0,2.0,2.0
MEG_4249|Drugs|betalactams|Class_A_betalactamases|OKP,0,2.0,0
MEG_7126|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,4.0,0,2.0
MEG_2169|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,0,0
MEG_3351|Drugs|betalactams|Class_B_betalactamases|IMP,0,4.0,0
MEG_7073|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETE,8.0,6.0,2.0
MEG_6833|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,2.0,0
MEG_463|Drugs|betalactams|Class_C_betalactamases|ACT,4.0,4.0,0
MEG_854|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2.0,0,0
MEG_4844|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,8.0,2.0
MEG_2730|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRD,0,4.0,0
MEG_6193|Drugs|betalactams|Class_A_betalactamases|SHV,0,4.0,0
MEG_4134|Drugs|betalactams|Class_B_betalactamases|NDM,2.0,0,0
MEG_866|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,2.0,0
MEG_3467|Drugs|betalactams|Class_A_betalactamases|KPC,0,6.0,0
MEG_2736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|EMRY,10.0,4.0,4.0
MEG_3935|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|MEXV,4.0,8.0,0
MEG_6668|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,4.0,2.0
MEG_6200|Drugs|betalactams|Class_A_betalactamases|SHV,4.0,2.0,2.0
MEG_4098|Drugs|betalactams|Class_B_betalactamases|MUS,4.0,6.0,0
MEG_1090|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,6.0,10.0,4.0
MEG_5156|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,0
MEG_6866|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,2.0,0
MEG_5238|Drugs|betalactams|Class_D_betalactamases|OXA,0,4.0,0
MEG_7636|Drugs|betalactams|Class_A_betalactamases|VCC,2.0,8.0,0
MEG_2995|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,2.0,0,0
MEG_4703|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,0
MEG_1323|Drugs|betalactams|Class_A_betalactamases|BLAZ,2.0,2.0,2.0
MEG_1846|Drugs|betalactams|Class_C_betalactamases|CMY,6.0,2.0,4.0
MEG_817|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2.0,2.0,2.0
MEG_4489|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_5336|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,8.0,20.0,8.0
MEG_7552|Drugs|Glycopeptides|VanA-type_resistance_protein|VANXA,2.0,4.0,0
MEG_1544|Drugs|betalactams|Class_A_betalactamases|CARB,10.0,10.0,4.0
MEG_6254|Drugs|betalactams|Class_A_betalactamases|SHV,0,2.0,0
MEG_4976|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,4.0,2.0
